heron_id,metric_label,metric_date_range,metric_value,metric_group,metric_unit,metric_description,outlier_score,outlier_method,metric_name
eus_KafvVWpPL3NrL6mDfQ4Sgp,outflows,last_365_days,1997.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.020067581186289,Z-score,outflows
eus_BxxgmzQcKMdZdygcNhtjXo,outflows,last_365_days,3349.0,data_quality,n,The number of outflows (Transaction.amount < 0),5.46839435973315,Z-score,outflows
eus_eiMoEzEaMyJ5kDvBizpmyv,outflows,last_365_days,2784.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.4452400476924865,Z-score,outflows
eus_MPEcghWFKkA5bPDc4ajFHA,outflows,last_365_days,2119.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.2409964768835646,Z-score,outflows
eus_ExY3xp65eWEyoGTRZ3BHc5,outflows,last_365_days,2058.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.130532029034927,Z-score,outflows
eus_2iJXTGB72NNjnugYgV2RVm,outflows,last_365_days,2322.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.6086076721831306,Z-score,outflows
eus_bg9bQ6DR8z4jskaj9LtUvT,outflows,last_365_days,2450.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.840401923406502,Z-score,outflows
eus_3FNNnj9RFuVsNBtFs3J8fo,outflows,last_365_days,2390.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.7317483681455466,Z-score,outflows
eus_NwMZJeKFTfxtyVQ9GpZ5bJ,outflows,last_365_days,2176.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.3442173543814726,Z-score,outflows
eus_PuHJGAnstoyCe6BEbkoawZ,outflows,last_365_days,2446.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.833158353055772,Z-score,outflows
eus_o97QcMeXVmRWaRgSy2bZKo,outflows,last_180_days,2134.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.2681598656988036,Z-score,outflows
eus_o97QcMeXVmRWaRgSy2bZKo,outflows,last_365_days,4544.0,data_quality,n,The number of outflows (Transaction.amount < 0),7.632411002013845,Z-score,outflows
eus_iCig7BfB9JS3Ff3HcPHgcv,outflows,last_365_days,2668.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.235176507521307,Z-score,outflows
eus_KbagCnQqWxabBkvRkLjSXQ,outflows,last_365_days,3559.0,data_quality,n,The number of outflows (Transaction.amount < 0),5.848681803146494,Z-score,outflows
eus_4EPN6NSoTAQVQmg4yTz2G8,outflows,last_365_days,2444.0,data_quality,n,The number of outflows (Transaction.amount < 0),3.8295365678804063,Z-score,outflows
eus_2AJ2MrpRqUn3pJoWFGMFya,outflows,last_365_days,2587.0,data_quality,n,The number of outflows (Transaction.amount < 0),4.088494207919017,Z-score,outflows
