heron_id,metric_label,metric_date_range,metric_value,metric_group,metric_unit,metric_description,outlier_score,outlier_method,metric_name
eus_7iuCwkg7cW5uSewxwftatP,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_5kFjUNTjezWNzJG9yHRVR4,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_4ebjuNSQv4wky6g8Heo6RG,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_9cma3ZRCLmvvCTx5J8SHfN,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_oHLLSMWjqNCLvSrwVxkBjQ,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_8Qki65WCbMyU7QFMrgn8h4,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_mqakir2qcxP4DysS8yGf9J,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_XfSZrE8sgkpYtdwsXANmAP,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_B4CKBwb4hCLbVXbVVZXnSN,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_3JfoJZNFSrRHmfgvphmQg6,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_ZQ6RiQoFrRyVyFtFWCs9e9,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_ecyqE7TRsonFrVwmSekwSy,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_jsZUpgpxP99ZvxQUoVAeqF,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_9o4fEK4vxqyBhi9pkggaNh,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_4C4mJ7cAbSFhHGkpo4dYs4,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_bdPUwVi9QXk5f56Ap5dky4,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_d9oGjQrkBuCpcGCUSGwp8X,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_PrZALCVxZK7Qt5hJb86ZH6,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_j9FrAYZf5sjk2JnpqTzwP7,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_G6KCnP2tHugxkfsSiu2ukK,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_iRU2FbRmR8vgitDKwLKSwF,last_debt_investment,latest,48755.0,debt,amount,"Amount of last debt investment, null if not applicable",3.202528968106039,Z-score,last_debt_investment
eus_JQaMd22oWdbsWTz8RZpS8P,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
eus_jsntKcKXNRn34F5JE7VKUE,last_debt_investment,latest,50000.0,debt,amount,"Amount of last debt investment, null if not applicable",3.296150600094059,Z-score,last_debt_investment
