heron_id,metric_label,metric_date_range,metric_value,metric_group,metric_unit,metric_description,metric_value_transformed,iqr_distance,outlier_score,outlier_method,metric_name
eus_SCsWh3SBado35bGmhUykn4,balance_average,last_365_days,-1037.02854,balance,amount,Average balance,-6.945078558530892,3.1614381674214287,3.1614381674214287,IQR,balance_average
eus_SCsWh3SBado35bGmhUykn4,balance_average,last_3_calendar_months,-911.0020652,balance,amount,Average balance,-6.815642254545452,3.1312889583618198,3.1312889583618198,IQR,balance_average
eus_SCsWh3SBado35bGmhUykn4,balance_average,last_6_calendar_months,-1134.624751,balance,amount,Average balance,-7.034938219887891,3.182368908124459,3.182368908124459,IQR,balance_average
eus_SCsWh3SBado35bGmhUykn4,balance_average,last_12_calendar_months,-919.218274,balance,amount,Average balance,-6.82461089625055,3.1333779971045987,3.1333779971045987,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_30_days,-5547.009524,balance,amount,Average balance,-8.621194498087899,3.551850812976661,3.551850812976661,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_90_days,-2314.607531,balance,amount,Average balance,-7.747427364488384,3.348326862051191,3.348326862051191,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_120_days,-2190.774324,balance,amount,Average balance,-7.692466688388178,3.335525037039338,3.335525037039338,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_180_days,-246.4126901,balance,amount,Average balance,-5.511057752499006,2.8274160133142825,2.8274160133142825,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_365_days,-958.3047753,balance,amount,Average balance,-6.866208829712065,3.143067278656705,3.143067278656705,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_1_calendar_months,-879.5496774,balance,amount,Average balance,-6.780546345879094,3.1231141738930206,3.1231141738930206,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_3_calendar_months,-1244.769022,balance,amount,Average balance,-7.127508306561292,3.203930980045922,3.203930980045922,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_6_calendar_months,-1394.348895,balance,amount,Average balance,-7.240899766927341,3.230342911929692,3.230342911929692,IQR,balance_average
eus_KCPfXbSZQyXk6qPN8P8f8u,balance_average,last_12_calendar_months,-595.5727671,balance,amount,Average balance,-6.3912012242067515,3.032425185501025,3.032425185501025,IQR,balance_average
eus_fiAfDypTH62hTM2NDZQKsn,balance_average,last_30_days,-48.28535714,balance,amount,Average balance,-3.8976270215150084,2.451604444891362,2.451604444891362,IQR,balance_average
eus_fiAfDypTH62hTM2NDZQKsn,balance_average,last_90_days,-257.0298864,balance,amount,Average balance,-5.553075416972517,2.8372030615488395,2.8372030615488395,IQR,balance_average
eus_fiAfDypTH62hTM2NDZQKsn,balance_average,last_120_days,-60.69644068,balance,amount,Average balance,-4.122226241727094,2.503919665863378,2.503919665863378,IQR,balance_average
eus_fiAfDypTH62hTM2NDZQKsn,balance_average,last_180_days,-62.28831461,balance,amount,Average balance,-4.147700708791305,2.5098533568724126,2.5098533568724126,IQR,balance_average
eus_fiAfDypTH62hTM2NDZQKsn,balance_average,last_1_calendar_months,-230.7058065,balance,amount,Average balance,-5.445468491547284,2.8121385039941678,2.8121385039941678,IQR,balance_average
eus_fiAfDypTH62hTM2NDZQKsn,balance_average,last_3_calendar_months,-38.16684783,balance,amount,Average balance,-3.667830670352215,2.398078671835283,2.398078671835283,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_30_days,0.1371147253291443,balance,amount,Average balance,0.1284941114628039,1.5138121563297897,1.5138121563297897,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_90_days,0.0,balance,amount,Average balance,0.0,1.5437419033183668,1.5437419033183668,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_120_days,0.0,balance,amount,Average balance,0.0,1.5437419033183668,1.5437419033183668,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_180_days,0.0,balance,amount,Average balance,0.0,1.5437419033183668,1.5437419033183668,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_365_days,0.0,balance,amount,Average balance,0.0,1.5437419033183668,1.5437419033183668,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_1_calendar_months,0.0,balance,amount,Average balance,0.0,1.5437419033183668,1.5437419033183668,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_3_calendar_months,0.0,balance,amount,Average balance,0.0,1.5437419033183668,1.5437419033183668,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_6_calendar_months,0.0,balance,amount,Average balance,0.0,1.5437419033183668,1.5437419033183668,IQR,balance_average
eus_GgHoJDr9p9BZsr8M45DfxZ,balance_average,last_12_calendar_months,0.0,balance,amount,Average balance,0.0,1.5437419033183668,1.5437419033183668,IQR,balance_average
eus_oDUeFSzcjUSCJYzLmEq8fy,balance_average,last_30_days,-209.8583333,balance,amount,Average balance,-5.351186501820875,2.7901776836424284,2.7901776836424284,IQR,balance_average
eus_oDUeFSzcjUSCJYzLmEq8fy,balance_average,last_90_days,-5205.373462,balance,amount,Average balance,-8.557638819823651,3.5370469799567568,3.5370469799567568,IQR,balance_average
eus_oDUeFSzcjUSCJYzLmEq8fy,balance_average,last_365_days,-813.1358924,balance,amount,Average balance,-6.702127296049289,3.104848260429973,3.104848260429973,IQR,balance_average
eus_oDUeFSzcjUSCJYzLmEq8fy,balance_average,last_1_calendar_months,-7047.333548,balance,amount,Average balance,-8.860546491694851,3.6076023530924997,3.6076023530924997,IQR,balance_average
eus_oDUeFSzcjUSCJYzLmEq8fy,balance_average,last_3_calendar_months,-923.3556522,balance,amount,Average balance,-6.829096902563121,3.134422909065123,3.134422909065123,IQR,balance_average
eus_oDUeFSzcjUSCJYzLmEq8fy,balance_average,last_12_calendar_months,-1171.500384,balance,amount,Average balance,-7.066893827825711,3.1898122317877533,3.1898122317877533,IQR,balance_average
eus_L5fPSyigYfvgbYf6ut8Mmx,balance_average,last_365_days,-1809.749452,balance,amount,Average balance,-7.501496100438361,3.291042832255562,3.291042832255562,IQR,balance_average
eus_L5fPSyigYfvgbYf6ut8Mmx,balance_average,last_12_calendar_months,-1809.749452,balance,amount,Average balance,-7.501496100438361,3.291042832255562,3.291042832255562,IQR,balance_average
eus_RCJG29r9xxk889mMkTnMY3,balance_average,last_1_calendar_months,-8357.826774,balance,amount,Average balance,-9.031073358192165,3.6473226633146285,3.6473226633146285,IQR,balance_average
eus_RCJG29r9xxk889mMkTnMY3,balance_average,last_6_calendar_months,-722.7622652,balance,amount,Average balance,-6.584462975479362,3.077441064067826,3.077441064067826,IQR,balance_average
eus_kDDqT4WbQg8VeJQNv8DTAc,balance_average,last_30_days,-574.6607143,balance,amount,Average balance,-6.355518449471434,3.0241137040835473,3.0241137040835473,IQR,balance_average
eus_kDDqT4WbQg8VeJQNv8DTAc,balance_average,last_90_days,-434.9447727,balance,amount,Average balance,-6.077515567206684,2.9593593286996787,2.9593593286996787,IQR,balance_average
eus_kDDqT4WbQg8VeJQNv8DTAc,balance_average,last_120_days,-285.0517797,balance,amount,Average balance,-5.656172842334757,2.86121723481435,2.86121723481435,IQR,balance_average
eus_kDDqT4WbQg8VeJQNv8DTAc,balance_average,last_180_days,-158.4878652,balance,amount,Average balance,-5.071967839079867,2.7251401201681964,2.7251401201681964,IQR,balance_average
eus_kDDqT4WbQg8VeJQNv8DTAc,balance_average,last_1_calendar_months,-990.1041935,balance,amount,Average balance,-6.8988196685610115,3.1506632232857843,3.1506632232857843,IQR,balance_average
eus_kDDqT4WbQg8VeJQNv8DTAc,balance_average,last_3_calendar_months,-190.9703261,balance,amount,Average balance,-5.257340808520958,2.7683184885053254,2.7683184885053254,IQR,balance_average
eus_kDDqT4WbQg8VeJQNv8DTAc,balance_average,last_6_calendar_months,-133.4345304,balance,amount,Average balance,-4.901077317709133,2.6853351049099468,2.6853351049099468,IQR,balance_average
eus_ixWHcfSEs6vpUQia9tuoso,balance_average,last_90_days,-405.1543662,balance,amount,Average balance,-6.006733299654617,2.9428722279680284,2.9428722279680284,IQR,balance_average
eus_ixWHcfSEs6vpUQia9tuoso,balance_average,last_3_calendar_months,-267.6764198,balance,amount,Average balance,-5.59350775516473,2.8466208444999275,2.8466208444999275,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_30_days,-199693.5442,balance,amount,Average balance,-12.204544199050739,4.386509683336309,4.386509683336309,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_90_days,-2183292.259,balance,amount,Average balance,-14.596344964118387,4.943624643162947,4.943624643162947,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_120_days,-1572590.965,balance,amount,Average balance,-14.268235749153487,4.867199150377911,4.867199150377911,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_180_days,-1018096.857,balance,amount,Average balance,-13.833446598191784,4.765925020898219,4.765925020898219,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_365_days,-492910.2326,balance,amount,Average balance,-13.108084381234782,4.596968580938083,4.596968580938083,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_1_calendar_months,-4985556.031,balance,amount,Average balance,-15.42205569655974,5.13595496107698,5.13595496107698,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_3_calendar_months,-1894692.37,balance,amount,Average balance,-14.454567573379624,4.91060086187675,4.91060086187675,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_6_calendar_months,-952045.5561,balance,amount,Average balance,-13.766369216044154,4.75030088798287,4.75030088798287,IQR,balance_average
eus_Wt4VEntndf8RZbARHPyD9L,balance_average,last_12_calendar_months,-471555.5325,balance,amount,Average balance,-13.063794273125996,4.586652219241023,4.586652219241023,IQR,balance_average
eus_bwPNYF4ZWvQZzxhSqPCnhj,balance_average,last_180_days,-14156232.73,balance,amount,Average balance,-16.465665631331248,5.379039884945405,5.379039884945405,IQR,balance_average
eus_bwPNYF4ZWvQZzxhSqPCnhj,balance_average,last_365_days,-10645973.18,balance,amount,Average balance,-16.180692367387834,5.3126619195177485,5.3126619195177485,IQR,balance_average
eus_bwPNYF4ZWvQZzxhSqPCnhj,balance_average,last_3_calendar_months,-467221.8313,balance,amount,Average balance,-13.054561577666862,4.584501675251351,4.584501675251351,IQR,balance_average
eus_bwPNYF4ZWvQZzxhSqPCnhj,balance_average,last_6_calendar_months,-21464890.05,balance,amount,Average balance,-16.88192918392328,5.4759989025051485,5.4759989025051485,IQR,balance_average
eus_bwPNYF4ZWvQZzxhSqPCnhj,balance_average,last_12_calendar_months,-10646032.44,balance,amount,Average balance,-16.18069793379576,5.312663216084408,5.312663216084408,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_30_days,-35.14241379,balance,amount,Average balance,-3.5874670729171285,2.3793598207459845,2.3793598207459845,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_90_days,-405.3282022,balance,amount,Average balance,-6.007161212841715,2.942971900499922,2.942971900499922,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_120_days,-473.4935294,balance,amount,Average balance,-6.162247981286823,2.9790957951126473,2.9790957951126473,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_180_days,-344.5206704,balance,amount,Average balance,-5.845052468914513,2.905212398253925,2.905212398253925,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_365_days,-475.1658791,balance,amount,Average balance,-6.165766279028651,2.9799153016257836,2.9799153016257836,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_1_calendar_months,-539.4603226,balance,amount,Average balance,-6.29242122568906,3.0094166574874883,3.0094166574874883,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_3_calendar_months,-598.9158696,balance,amount,Average balance,-6.396789428051443,3.0337268290182897,3.0337268290182897,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_6_calendar_months,-351.4122652,balance,amount,Average balance,-5.864801698223663,2.9098125268490267,2.9098125268490267,IQR,balance_average
eus_dJkCux9dF2wTQEmGjQVgkM,balance_average,last_12_calendar_months,-855.4345205,balance,amount,Average balance,-6.752777864754152,3.1166461450871465,3.1166461450871465,IQR,balance_average
eus_ARKhnrvGHgJ92ern8ZyXt2,balance_average,last_30_days,0.1812716689387234,balance,amount,Average balance,0.16659154373267474,1.5049382359939014,1.5049382359939014,IQR,balance_average
eus_nVPr83yBEVGeY9yyGVuTMQ,balance_average,last_90_days,-507.6988764,balance,amount,Average balance,-6.231856243058834,2.9953094382082996,2.9953094382082996,IQR,balance_average
eus_nVPr83yBEVGeY9yyGVuTMQ,balance_average,last_1_calendar_months,-4283.631935,balance,amount,Average balance,-8.362789931193236,3.4916614142578806,3.4916614142578806,IQR,balance_average
eus_nVPr83yBEVGeY9yyGVuTMQ,balance_average,last_3_calendar_months,-1756.640326,balance,amount,Average balance,-7.471727464594178,3.2841089134255976,3.2841089134255976,IQR,balance_average
eus_goonZdqM7gQ2GwymUudw7z,balance_average,last_90_days,-216.0418605,balance,amount,Average balance,-5.380090240466534,2.7969101445687716,2.7969101445687716,IQR,balance_average
eus_goonZdqM7gQ2GwymUudw7z,balance_average,last_120_days,-800.0131897,balance,amount,Average balance,-6.68587741347461,3.1010632241468516,3.1010632241468516,IQR,balance_average
eus_goonZdqM7gQ2GwymUudw7z,balance_average,last_180_days,-1953.058636,balance,amount,Average balance,-7.577663840340823,3.3087843548671434,3.3087843548671434,IQR,balance_average
eus_goonZdqM7gQ2GwymUudw7z,balance_average,last_365_days,-953.7278947,balance,amount,Average balance,-6.861426372865609,3.141953315364779,3.141953315364779,IQR,balance_average
eus_goonZdqM7gQ2GwymUudw7z,balance_average,last_1_calendar_months,-5533.462903,balance,amount,Average balance,-8.61874980393936,3.551281377720078,3.551281377720078,IQR,balance_average
eus_goonZdqM7gQ2GwymUudw7z,balance_average,last_3_calendar_months,-2714.448696,balance,amount,Average balance,-7.906712484274881,3.3854286660170096,3.3854286660170096,IQR,balance_average
eus_goonZdqM7gQ2GwymUudw7z,balance_average,last_6_calendar_months,-3140.707569,balance,amount,Average balance,-8.052521742873695,3.4193915781596234,3.4193915781596234,IQR,balance_average
eus_goonZdqM7gQ2GwymUudw7z,balance_average,last_12_calendar_months,-1066.882603,balance,amount,Average balance,-6.973433091193598,3.1680427034496796,3.1680427034496796,IQR,balance_average
eus_HBbxey9WdqVaZxUY2bF3nm,balance_average,last_365_days,-1123.252956,balance,amount,Average balance,-7.024874054955788,3.18002469245076,3.18002469245076,IQR,balance_average
eus_HBbxey9WdqVaZxUY2bF3nm,balance_average,last_6_calendar_months,-101.7850276,balance,amount,Average balance,-4.632639696499272,2.622808737019911,2.622808737019911,IQR,balance_average
eus_HBbxey9WdqVaZxUY2bF3nm,balance_average,last_12_calendar_months,-1066.888055,balance,amount,Average balance,-6.97343819661068,3.1680438926391274,3.1680438926391274,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_30_days,-3517.257241,balance,amount,Average balance,-8.165721044000048,3.445758750969533,3.445758750969533,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_90_days,-3335.211573,balance,amount,Average balance,-8.11259118263067,3.433383372127492,3.433383372127492,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_120_days,-12966.82891,balance,amount,Average balance,-9.47022687008357,3.7496133702616126,3.7496133702616126,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_180_days,-80212.81972,balance,amount,Average balance,-11.292451094720683,4.174058579298545,4.174058579298545,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_365_days,-84378.23984,balance,amount,Average balance,-11.3430766768679,4.185850643911982,4.185850643911982,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_1_calendar_months,-1340.999355,balance,amount,Average balance,-7.20191583690558,3.221262502338242,3.221262502338242,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_3_calendar_months,-16180.52826,balance,amount,Average balance,-9.691625639798495,3.801183119923395,3.801183119923395,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_6_calendar_months,-83841.62939,balance,amount,Average balance,-11.336696861062137,4.1843646126010805,4.1843646126010805,IQR,balance_average
eus_8GweBYTfA258CJok9UPa55,balance_average,last_12_calendar_months,-88681.44329,balance,amount,Average balance,-11.392817215109838,4.197436557909977,4.197436557909977,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_30_days,-849.7925,balance,amount,Average balance,-6.746168268054506,3.115106591603606,3.115106591603606,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_90_days,-150.6175,balance,amount,Average balance,-5.021360901902324,2.7133523984714776,2.7133523984714776,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_120_days,-1194.400508,balance,amount,Average balance,-7.086236561352419,3.194317676542624,3.194317676542624,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_180_days,-2880.047416,balance,amount,Average balance,-7.9659091931233394,3.3992171773987443,3.3992171773987443,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_365_days,-1923.546171,balance,amount,Average balance,-7.562445463602554,3.305239584136657,3.305239584136657,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_1_calendar_months,-2484.057419,balance,amount,Average balance,-7.818051044501209,3.364777023464213,3.364777023464213,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_3_calendar_months,-1372.122935,balance,amount,Average balance,-7.224842939268831,3.226602843347658,3.226602843347658,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_6_calendar_months,-3200.272155,balance,amount,Average balance,-8.071303558223875,3.4237663699303718,3.4237663699303718,IQR,balance_average
eus_YS8jYu8tiumEkUVrpKAGZh,balance_average,last_12_calendar_months,-2309.603178,balance,amount,Average balance,-7.745263885448301,3.3478229293841784,3.3478229293841784,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_30_days,-6791.142,balance,amount,Average balance,-8.823521634721988,3.5989782644952037,3.5989782644952037,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_90_days,-2437.176533,balance,amount,Average balance,-7.799005716361571,3.360340852451826,3.360340852451826,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_120_days,-1946.262095,balance,amount,Average balance,-7.574179611104429,3.307972783828531,3.307972783828531,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_180_days,-1787.965576,balance,amount,Average balance,-7.489392841288932,3.2882236564975784,3.2882236564975784,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_365_days,-3625.638714,balance,amount,Average balance,-8.196061524175356,3.452825867779954,3.452825867779954,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_1_calendar_months,-1621.505161,balance,amount,Average balance,-7.391726629466868,3.2654745594697867,3.2654745594697867,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_3_calendar_months,-1210.365217,balance,amount,Average balance,-7.099503281075349,3.1974078536733526,3.1974078536733526,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_6_calendar_months,-4354.483536,balance,amount,Average balance,-8.379190913203587,3.4954816456781828,3.4954816456781828,IQR,balance_average
eus_C2Cnp2KKiQ6zXP9LzdgFG4,balance_average,last_12_calendar_months,-2919.016356,balance,amount,Average balance,-7.979344496616503,3.4023466222401257,3.4023466222401257,IQR,balance_average
eus_5UAK989TJw7FZd6git782W,balance_average,last_30_days,-1970.99375,balance,amount,Average balance,-7.586800365786361,3.31091249826474,3.31091249826474,IQR,balance_average
eus_5UAK989TJw7FZd6git782W,balance_average,last_180_days,-1949.474759,balance,amount,Average balance,-7.5758280880785644,3.3083567586129834,3.3083567586129834,IQR,balance_average
eus_ekfEqYQqpnsQ4PrCfdQLdi,balance_average,last_30_days,-1516.151724,balance,amount,Average balance,-7.324589990167983,3.2498366239643874,3.2498366239643874,IQR,balance_average
eus_ekfEqYQqpnsQ4PrCfdQLdi,balance_average,last_90_days,-558.7530337,balance,amount,Average balance,-6.3274956752051335,3.0175864435409414,3.0175864435409414,IQR,balance_average
eus_ekfEqYQqpnsQ4PrCfdQLdi,balance_average,last_120_days,-467.6996639,balance,amount,Average balance,-6.149962187838581,2.9762341021893395,2.9762341021893395,IQR,balance_average
eus_ekfEqYQqpnsQ4PrCfdQLdi,balance_average,last_180_days,-308.7201117,balance,amount,Average balance,-5.735669024166786,2.879734041395633,2.879734041395633,IQR,balance_average
eus_ekfEqYQqpnsQ4PrCfdQLdi,balance_average,last_3_calendar_months,-139.6721739,balance,amount,Average balance,-4.946432175549391,2.695899475560152,2.695899475560152,IQR,balance_average
eus_jzZ4Uk7A9qTHXRfw3nHRWL,balance_average,last_90_days,-1841.340562,balance,amount,Average balance,-7.518792086805004,3.295071534349209,3.295071534349209,IQR,balance_average
eus_jzZ4Uk7A9qTHXRfw3nHRWL,balance_average,last_120_days,-1542.030168,balance,amount,Average balance,-7.3415034036950395,3.2537762145169435,3.2537762145169435,IQR,balance_average
eus_jzZ4Uk7A9qTHXRfw3nHRWL,balance_average,last_180_days,-2415.34095,balance,amount,Average balance,-7.790009670786718,3.3582454306080707,3.3582454306080707,IQR,balance_average
eus_jzZ4Uk7A9qTHXRfw3nHRWL,balance_average,last_365_days,-2984.154615,balance,amount,Average balance,-8.001406821805201,3.4074855333027436,3.4074855333027436,IQR,balance_average
eus_jzZ4Uk7A9qTHXRfw3nHRWL,balance_average,last_1_calendar_months,-1872.774194,balance,amount,Average balance,-7.5357099614081635,3.2990121640068066,3.2990121640068066,IQR,balance_average
eus_jzZ4Uk7A9qTHXRfw3nHRWL,balance_average,last_3_calendar_months,-2701.484674,balance,amount,Average balance,-7.901926878451954,3.384313969243463,3.384313969243463,IQR,balance_average
eus_jzZ4Uk7A9qTHXRfw3nHRWL,balance_average,last_6_calendar_months,-3386.209558,balance,amount,Average balance,-8.127761722176336,3.436917000284556,3.436917000284556,IQR,balance_average
eus_jzZ4Uk7A9qTHXRfw3nHRWL,balance_average,last_12_calendar_months,-1206.645096,balance,amount,Average balance,-7.096427540626655,3.1966914306996923,3.1966914306996923,IQR,balance_average
eus_CumSwW6pvsVx5HDWVJst5Y,balance_average,last_365_days,-15170.12822,balance,amount,Average balance,-9.627149441363555,3.7861648729082256,3.7861648729082256,IQR,balance_average
eus_CumSwW6pvsVx5HDWVJst5Y,balance_average,last_12_calendar_months,-15821.77786,balance,amount,Average balance,-9.669205817563366,3.795960938148781,3.795960938148781,IQR,balance_average
eus_KcntTNpugXv3KpYiQhvHNo,balance_average,last_30_days,-292.4696429,balance,amount,Average balance,-5.681774202572934,2.867180482668816,2.867180482668816,IQR,balance_average
eus_KcntTNpugXv3KpYiQhvHNo,balance_average,last_1_calendar_months,-72.92258065,balance,amount,Average balance,-4.303018338114733,2.5460310252153033,2.5460310252153033,IQR,balance_average
eus_5S7xTyeag6LrJSmAg5qeES,balance_average,last_1_calendar_months,-694.8648387,balance,amount,Average balance,-6.545155444205573,3.0682852790098423,3.0682852790098423,IQR,balance_average
eus_5S7xTyeag6LrJSmAg5qeES,balance_average,last_3_calendar_months,-35.21130435,balance,amount,Average balance,-3.5893713449459574,2.379803377103326,2.379803377103326,IQR,balance_average
eus_StirsLibxeJ94sUm2s3QzX,balance_average,last_180_days,64337023.28655172,balance,amount,Average balance,17.97964582888514,1.644202933037269,1.644202933037269,IQR,balance_average
eus_StirsLibxeJ94sUm2s3QzX,balance_average,last_6_calendar_months,61931128.19110497,balance,amount,Average balance,17.941533506093812,1.6353255442969947,1.6353255442969947,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_30_days,-16957.95636,balance,amount,Average balance,-9.738551372075156,3.8121133896322967,3.8121133896322967,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_90_days,-24157.56479,balance,amount,Average balance,-10.092394245896823,3.8945329461911915,3.8945329461911915,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_120_days,-23679.76099,balance,amount,Average balance,-10.072418224883606,3.8898799916864464,3.8898799916864464,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_180_days,-19934.82236,balance,amount,Average balance,-9.900273511033838,3.849782841145536,3.849782841145536,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_365_days,-6209.962717,balance,amount,Average balance,-8.734071189804208,3.5781428413468066,3.5781428413468066,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_1_calendar_months,-26085.37903,balance,amount,Average balance,-10.16916858084077,3.9124157611616948,3.9124157611616948,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_3_calendar_months,-24596.6038,balance,amount,Average balance,-10.110404310672067,3.8987279764212497,3.8987279764212497,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_6_calendar_months,-21347.2879,balance,amount,Average balance,-9.968726823403747,3.8657274653500036,3.8657274653500036,IQR,balance_average
eus_mie9HofWefoYBwYTqmb3en,balance_average,last_12_calendar_months,-4678.041781,balance,amount,Average balance,-8.450848620298459,3.5121726599100054,3.5121726599100054,IQR,balance_average
eus_kuzYYz6DG4XKP8xwAaGsJH,balance_average,last_90_days,-2430.037976,balance,amount,Average balance,-7.796073595749024,3.3596578824147207,3.3596578824147207,IQR,balance_average
eus_kuzYYz6DG4XKP8xwAaGsJH,balance_average,last_120_days,-2384.566053,balance,amount,Average balance,-7.777191713946115,3.355259782466048,3.355259782466048,IQR,balance_average
eus_kuzYYz6DG4XKP8xwAaGsJH,balance_average,last_180_days,-1777.544598,balance,amount,Average balance,-7.483550667261906,3.286862856469456,3.286862856469456,IQR,balance_average
eus_kuzYYz6DG4XKP8xwAaGsJH,balance_average,last_365_days,-1460.008663,balance,amount,Average balance,-7.286882341233462,3.241053494688685,3.241053494688685,IQR,balance_average
eus_kuzYYz6DG4XKP8xwAaGsJH,balance_average,last_1_calendar_months,-4167.854516,balance,amount,Average balance,-8.335396580654002,3.4852807634912812,3.4852807634912812,IQR,balance_average
eus_kuzYYz6DG4XKP8xwAaGsJH,balance_average,last_3_calendar_months,-3275.407609,balance,amount,Average balance,-8.094502860004761,3.429170113531607,3.429170113531607,IQR,balance_average
eus_kuzYYz6DG4XKP8xwAaGsJH,balance_average,last_6_calendar_months,-2177.062983,balance,amount,Average balance,-7.686191220889302,3.334063311265774,3.334063311265774,IQR,balance_average
eus_kuzYYz6DG4XKP8xwAaGsJH,balance_average,last_12_calendar_months,-1419.301123,balance,amount,Average balance,-7.258624186564796,3.234471407696768,3.234471407696768,IQR,balance_average
eus_286N47nmtHuZHjoHr4TKFb,balance_average,last_1_calendar_months,0.1570925534973652,balance,amount,Average balance,0.14591043939190496,1.5097554234378785,1.5097554234378785,IQR,balance_average
