heron_id,metric_label,metric_date_range,metric_value
eus_J6D5qpJHJKd4p4uWpqmagE,heron_score,latest,648.0
eus_oYQnLQuMHF6CFzcrGDiZef,heron_score,latest,641.0
eus_Uu2AHNZfJhHCq4WJ5xsedQ,heron_score,latest,638.0
eus_T2K27jz9XgjHzMqRFmWZyM,heron_score,latest,636.0
eus_JmPbN6nWLS2oS9XcoRhMeY,heron_score,latest,631.0
eus_EszfuARAoZCVGVjUX55aCd,heron_score,latest,626.0
eus_hpDUr6Hs6vzDicwVVArX7t,heron_score,latest,623.0
eus_286N47nmtHuZHjoHr4TKFb,heron_score,latest,614.0
eus_VmAH3ygGH7oKfGUCRn8bwh,heron_score,latest,612.0
eus_dvWK7qk3yMpXgHyjaJZCHG,heron_score,latest,609.0
eus_UBShcmnhWbDbAvRPXT49Tk,heron_score,latest,608.0
eus_FhZMC9nfkeVmz7VgeeEieR,heron_score,latest,605.0
eus_DSskDMBD7ju8gSg9pUFWMC,heron_score,latest,601.0
eus_WgRRF5uNU4s4pfUbqZ5vRF,heron_score,latest,595.0
eus_m7BGND3FbCU6Ue3QNGheCB,heron_score,latest,594.0
eus_CgeqhyvLxFdCyzSonozN7Y,heron_score,latest,593.0
eus_4V9tUMJkHXTHCS9iPjPMwr,heron_score,latest,587.0
eus_Qag95tQrHbaypDDUHnZ98k,heron_score,latest,577.0
eus_FH7vMjmaPnfsakEtg8hDZZ,heron_score,latest,575.0
eus_HdpofDnJUtipFcK2gLfrvy,heron_score,latest,575.0
eus_YyzbrmuqXU6QLeS9y2Hva8,heron_score,latest,574.0
eus_aSxNiWtsttBzvKRkfhqaxj,heron_score,latest,573.0
eus_PJoBnJgbZNivhKVhmihAba,heron_score,latest,568.0
eus_LxhKhhaSWftRyzYnDGd9BQ,heron_score,latest,558.0
eus_QRWnBgYbHfF6axN3phXSyr,heron_score,latest,557.0
eus_apvSUwUWgSb43vSHyhDiQV,heron_score,latest,554.0
eus_QVygdh4HdyfyorvWeGJuvL,heron_score,latest,553.0
eus_3FNNnj9RFuVsNBtFs3J8fo,heron_score,latest,551.0
eus_NK5zHDYV3ZzWKVyKcnoARx,heron_score,latest,544.0
eus_bwPNYF4ZWvQZzxhSqPCnhj,heron_score,latest,535.0
eus_H3chDHYtZJ6eQGkm8EEUFt,heron_score,latest,535.0
eus_n66CraZHEzuYZtoj2oogbH,heron_score,latest,534.0
eus_kQ36s9G5g6MD3R6GVGKaSj,heron_score,latest,530.0
eus_W7Ngrrz2NLLB6yh6etb22n,heron_score,latest,520.0
eus_3wz7WxNYQLHSe6E4c9SDSy,heron_score,latest,519.0
eus_ARKhnrvGHgJ92ern8ZyXt2,heron_score,latest,517.0
eus_jyM4YSFo7ohMZNiCd6WWQU,heron_score,latest,509.0
eus_2RywWUaewnrMgB8oukeRTp,heron_score,latest,506.0
eus_CLL4viVihBjooG4hkixVVM,heron_score,latest,503.0
eus_YhU6be3JvVENKXnwxrMPfJ,heron_score,latest,495.0
eus_8Qki65WCbMyU7QFMrgn8h4,heron_score,latest,488.0
eus_ihMahmpFQbvZqJaAYicmcP,heron_score,latest,485.0
eus_7eq7Gm9fKeiYoHLCySTZco,heron_score,latest,483.0
eus_ZWTmfdLRrHEwbu8ponVpVs,heron_score,latest,478.0
eus_SWKigp9mE4KvrRqDb66u6H,heron_score,latest,476.0
eus_boVvjXvubnmdzNpZe7TNv4,heron_score,latest,474.0
eus_6wGjKWST5mXPTFtRbqsNfA,heron_score,latest,473.0
eus_MEQtbfGSTyTMKMgartxWyv,heron_score,latest,466.0
eus_VsGWGwnq5aXnq88RRFmujP,heron_score,latest,465.0
eus_5dsV2BUkX6esd77jESs3AT,heron_score,latest,462.0
eus_KSbTJTRYGn4tAf54zgPUQ5,heron_score,latest,454.0
eus_cmRvYbEoQmV5Unz9MbFdCt,heron_score,latest,453.0
eus_Sxe3JEvXqcuaHqRraF4BoF,heron_score,latest,451.0
eus_5kFjUNTjezWNzJG9yHRVR4,heron_score,latest,447.0
eus_JzXKjGF4uVyVRQ3DNTTCdy,heron_score,latest,442.0
eus_JdqYya8bAmFo5XnymnyREL,heron_score,latest,431.0
eus_Qd5KVpsH3kkvS9MNsXyHi7,heron_score,latest,422.0
eus_6zYxdobwqVLN9RJj5D2mcQ,heron_score,latest,419.0
eus_HVCwCSDwZjjyiEvCNE389Y,heron_score,latest,415.0
eus_JA7VcjZThGYvVFHGm3vL6F,heron_score,latest,413.0
eus_Qf5bes8uiAh9sULobtGpGR,heron_score,latest,412.0
eus_HayBiYNq88Wj4P2QtVAqNS,heron_score,latest,411.0
eus_CjJbqBcgVjLzWCHAo3PRPB,heron_score,latest,406.0
eus_JGFLV9U9WWE9CXQNnFtEZV,heron_score,latest,393.0
eus_aAmfzDRnVV5NjhPbYuT6GX,heron_score,latest,388.0
eus_2tPz3F9mAXdQuVc7H7kEkN,heron_score,latest,383.0
eus_HgEUgHSsQ5xWaYqUbAb6n8,heron_score,latest,378.0
eus_Qu7DwyUTjbTfNqqvy8Ncmw,heron_score,latest,366.0
eus_UP27YtCfwjMrzauHZCGnwj,heron_score,latest,365.0
eus_WZhzfy2fsgyWkvAHuNSMmu,heron_score,latest,364.0
eus_CCZDz4A9e9S4PvUCtSQg5Q,heron_score,latest,364.0
eus_CJfLDAHtBmofWzb5w5jP2r,heron_score,latest,362.0
eus_YzkQef93nMj7vroz5J2D8A,heron_score,latest,333.0
eus_dhTZhDL9EPM7bxAyzysuhm,heron_score,latest,325.0
eus_876jmVq2ZJPWkLgdtXEhqt,heron_score,latest,324.0
eus_ZFVVDbifbVUm3z4jKKunfV,heron_score,latest,307.0
eus_VRqgog9yo6Gc9HgBx9tKuo,heron_score,latest,301.0
eus_Qd9Bj8GBExykaDtJxfhrzF,heron_score,latest,295.0
eus_X4r8UFqph6M9T3UzU8nHSi,heron_score,latest,293.0
eus_65SCy2w7ujQY4CwkZs8tHX,heron_score,latest,288.0
eus_8fKHPxKzddsq7jne3TfUJS,heron_score,latest,288.0
eus_KEaZsDa3XBWxLbaAZcuo42,heron_score,latest,256.0
eus_KAUeE2yf4F2oW24AzPez6a,heron_score,latest,252.0
eus_mTiFAr2ZYViJdMjryngdki,heron_score,latest,243.0
eus_Dugv8kY9ZihwQYjdkuchXh,heron_score,latest,223.0
eus_X3Bb5u3AwMXF5UEyW5mmBU,heron_score,latest,220.0
eus_83msQ2mN2AJqvikrKrkXiK,heron_score,latest,203.0
eus_aAzLbA3A5jNDYzhJnzhrzq,heron_score,latest,202.0
eus_GgHoJDr9p9BZsr8M45DfxZ,heron_score,latest,201.0
eus_jRfx9NNivyEEwzRr8vBJ6F,heron_score,latest,160.0
eus_gEhzc37hvMxda3Jbw8nmp9,heron_score,latest,157.0
eus_6M8c45tf2JLLVNnznf8qnd,heron_score,latest,156.0
eus_AvXY6njPfmqoCUL4eXXkpn,heron_score,latest,155.0
eus_B32uhD7FV9x4C2286X4mhc,heron_score,latest,151.0
eus_jdmq5PFkW6k2XrQiG88STF,heron_score,latest,144.0
eus_kuzYYz6DG4XKP8xwAaGsJH,heron_score,latest,131.0
eus_DvJBzfQL8tkB9qMpgNed5d,heron_score,latest,95.0
eus_GPfL5cuVejDVa7CobuxK6a,heron_score,latest,69.0
eus_beAaTf6EW3ARRCihMvmA5u,heron_score,latest,67.0
eus_Dvx4KxkvXPAgVTtmfVd4zB,heron_score,latest,64.0
